都道府県,市区町村,住所,都道府県_候補,市区町村_候補,住所c_候補,住所d_候補,住所e_候補,match_score,match_status,不一致理由
秋田県,湯沢市,三梨町 御嶽堂113,秋田県,湯沢市,三梨町,字御嶽堂,,72.75,review,
秋田県,湯沢市,小野西堺91−3,秋田県,湯沢市,小野,字西堺,,57.78,unmatched,住所類似度しきい値未満
秋田県,湯沢市,大工町 2−29,秋田県,湯沢市,桑崎,字都町,,20.83,unmatched,住所類似度しきい値未満
秋田県,湯沢市,杉沢新所頭首沢16−2,秋田県,湯沢市,杉沢新所,字頭首沢,,72.48,review,
秋田県,雄勝郡,羽後町字南西馬音内189−4,秋田県,雄勝郡,羽後町,字南西馬音内,,97.41,matched,
秋田県,湯沢市,材木町 1丁目1−43,秋田県,湯沢市,桑崎,字都町,,18.67,unmatched,住所類似度しきい値未満
秋田県,雄勝郡,西馬音内本町82−1 羽後町,秋田県,雄勝郡,羽後町,西馬音内,,49.46,unmatched,住所類似度しきい値未満
秋田県,湯沢市,若葉町 8−3,秋田県,湯沢市,桑崎,字都町,,21.82,unmatched,住所類似度しきい値未満
秋田県,鹿角市,花輪蒼前平72−1,秋田県,鹿角市,花輪,字女平,,41.04,unmatched,住所類似度しきい値未満
秋田県,鹿角市,十和田大湯中田13−9,秋田県,鹿角市,十和田大湯,字中滝,,61.82,unmatched,住所類似度しきい値未満
秋田県,鹿角市,十和田毛馬内毛馬内106−1,秋田県,鹿角市,十和田毛馬内,字毛馬内,,72.21,review,
秋田県,鹿角市,花輪八正寺7−2,秋田県,鹿角市,花輪,字八正寺,,68.1,unmatched,住所類似度しきい値未満
秋田県,鹿角市,花輪新田町 25−8,秋田県,鹿角市,花輪,字囲田,,41.04,unmatched,住所類似度しきい値未満
秋田県,鹿角市,花輪堰向55,秋田県,鹿角市,花輪,字森向,,49.83,unmatched,住所類似度しきい値未満
秋田県,鹿角市,花輪上中島134−1,秋田県,鹿角市,花輪,字上花輪,,37.29,unmatched,住所類似度しきい値未満
秋田県,鹿角市,十和田毛馬内下タ道19−22,秋田県,鹿角市,十和田毛馬内,字下タ道,,75.08,review,
秋田県,鹿角市,十和田毛馬内上寄熊15−1,秋田県,鹿角市,十和田毛馬内,字上寄熊,,78.37,review,
秋田県,鹿角市,十和田大湯上ノ湯56−3,秋田県,鹿角市,十和田大湯,字上ノ湯,,75.68,review,
秋田県,鹿角市,十和田毛馬内城ノ下73,秋田県,鹿角市,十和田毛馬内,字沖ノ畑,,65.83,unmatched,住所類似度しきい値未満
秋田県,鹿角市,花輪鉄砲22−7,秋田県,鹿角市,花輪,字鉄砲,,57.78,unmatched,住所類似度しきい値未満
秋田県,鹿角市,花輪下花輪15,秋田県,鹿角市,花輪,字下花輪,,70.0,review,
秋田県,鹿角郡,小坂町小坂鉱山栗平19−14,秋田県,鹿角郡,小坂町,小坂鉱山,,82.92,review,
秋田県,鹿角市,花輪合野18−20,秋田県,鹿角市,花輪,字合ノ野長根,,43.09,unmatched,住所類似度しきい値未満
秋田県,鹿角市,八幡平谷内上田表16,秋田県,鹿角市,八幡平,字谷内上田表,,83.83,review,
秋田県,由利本荘市,砂子下7−3,秋田県,由利本荘市,小栗山,字砂子台,,33.5,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,東梵天190−1,秋田県,由利本荘市,東由利舘合,字梵天塚,,35.44,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,中竪町 18−1,秋田県,由利本荘市,荒町,字改,,21.82,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,中梵天100−1,秋田県,由利本荘市,鳥海町百宅,字梵天平,,27.79,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,東由利舘合舘前23−2,秋田県,由利本荘市,東由利舘合,字甘坂,,54.98,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,岩城亀田大町 蔵小路11,秋田県,由利本荘市,岩城亀田大町,字蔵小路,,86.13,matched,
秋田県,由利本荘市,七日町栩木田1−21 矢島町,秋田県,由利本荘市,矢島町七日町,字上山寺,,35.19,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,赤沼下423−1,秋田県,由利本荘市,西目町沼田,字新屋下,,25.29,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,御門224−2,秋田県,由利本荘市,赤田,字門脇,,20.83,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,荒町 改65−1,秋田県,由利本荘市,荒町,字改,,49.83,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,西目町 沼田弁天前40−317 あいば歯科 クリニック,秋田県,由利本荘市,西目町沼田,字桂林,,35.7,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,桶屋町 24,秋田県,由利本荘市,荒町,字改,,24.44,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,岩城二古横砂子1−67,秋田県,由利本荘市,岩城二古,字横砂子,,72.48,review,
秋田県,由利本荘市,石脇山ノ神11−1115,秋田県,由利本荘市,石脇,アザタジリノ,,31.83,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,本田仲町 72 柳原ビル 1F,秋田県,由利本荘市,親川,字本田沢,,26.78,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,岩城内道川新鶴潟3−8,秋田県,由利本荘市,岩城内道川,字新鶴潟,,79.5,review,
秋田県,由利本荘市,裏尾崎町 10,秋田県,由利本荘市,松ヶ崎,字松ヶ崎町,,32.46,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,大浦八走124−1,秋田県,由利本荘市,大浦,字蛇持,,31.75,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,川口家後79−1,秋田県,由利本荘市,川口,字柴野,,33.5,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,美倉町 47−1,秋田県,由利本荘市,荒町,字改,,21.82,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,川口字八幡前252−1,秋田県,由利本荘市,川口,字柴野前,,45.97,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,西目町 沼田新道下2−19,秋田県,由利本荘市,西目町沼田,字新屋下,,62.67,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,花畑町 1丁目4,秋田県,由利本荘市,西目町西目,字井岡,,27.33,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,石脇田尻野22−31,秋田県,由利本荘市,森子,字鎌田尻,,28.94,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,岩谷町 日渡252,秋田県,由利本荘市,岩谷町,字西越,,44.86,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,鳥海町 伏見山添75−5,秋田県,由利本荘市,鳥海町伏見,字貝林,,54.98,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,大内三川白山田86−1,秋田県,由利本荘市,大内三川,字下増田,,51.71,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,薬師堂谷地21−26,秋田県,由利本荘市,薬師堂,字境橋,,40.21,unmatched,住所類似度しきい値未満
秋田県,にかほ市,金浦十二林33−3,秋田県,にかほ市,金浦,字十二の前,,48.33,unmatched,住所類似度しきい値未満
秋田県,にかほ市,平沢清水3−25,秋田県,にかほ市,平沢,字鬼森,,33.5,unmatched,住所類似度しきい値未満
秋田県,由利本荘市,西目町 沼田新道下287−19,秋田県,由利本荘市,西目町沼田,字新屋下,,57.8,unmatched,住所類似度しきい値未満
秋田県,潟上市,天王上北野60−1,秋田県,潟上市,天王大崎,字上沖中谷地,,32.71,unmatched,住所類似度しきい値未満
秋田県,潟上市,天王長沼40−14,秋田県,潟上市,天王,アザヒカタ,,28.94,unmatched,住所類似度しきい値未満
秋田県,潟上市,天王北野223−244,秋田県,潟上市,天王,アザヒカタ,,26.78,unmatched,住所類似度しきい値未満
秋田県,潟上市,天王上江川47,秋田県,潟上市,天王大崎,字上沖中谷地,,35.44,unmatched,住所類似度しきい値未満
秋田県,潟上市,天王上江川47−342,秋田県,潟上市,天王大崎,字上沖中谷地,,30.52,unmatched,住所類似度しきい値未満
秋田県,潟上市,昭和大久保街道下96−3,秋田県,潟上市,昭和大久保,字表街道下,,72.27,review,
秋田県,潟上市,昭和豊川竜毛下斉藤田7,秋田県,潟上市,昭和豊川竜毛,字下斎藤田,,78.18,review,
秋田県,潟上市,昭和大久保堤の上125,秋田県,潟上市,昭和大久保,字今潟,,54.98,unmatched,住所類似度しきい値未満
秋田県,秋田市,金足小泉潟向3−2 追分歯科 医院,秋田県,秋田市,金足小泉,字潟向,,54.2,unmatched,住所類似度しきい値未満
秋田県,潟上市,飯田川下虻川屋敷129−3,秋田県,潟上市,飯田川下虻川,字今方,,57.12,unmatched,住所類似度しきい値未満
秋田県,大仙市,大花町 12−3ｰ11,秋田県,大仙市,角間川町,字大浦町,,24.44,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲日の出町 2丁目4−16,秋田県,大仙市,大曲,字五百刈内ケ町,,29.57,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲上大町 7−11,秋田県,大仙市,大曲,字西大槻,,38.92,unmatched,住所類似度しきい値未満
秋田県,大仙市,高梨田茂木84,秋田県,大仙市,高梨,字穂田原,,43.5,unmatched,住所類似度しきい値未満
秋田県,大仙市,朝日町 4−14,秋田県,大仙市,土川,字園町,,20.83,unmatched,住所類似度しきい値未満
秋田県,大仙市,和合坪立177 イオンモール大曲 1F,秋田県,大仙市,和合,字坪立,,37.53,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲田町 28−30,秋田県,大仙市,大曲,字五百刈内ケ町,,34.0,unmatched,住所類似度しきい値未満
秋田県,大仙市,福田町 22−23−7 イオンタウン大曲福田ショッピングセンタ 内,秋田県,大仙市,大曲,字福辺内,,25.57,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲上栄町 1−18,秋田県,大仙市,大曲,字上笑ノ口,,37.07,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲丸子町 7−31,秋田県,大仙市,大曲,字五百刈内ケ町,,34.0,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲中通町 2−17,秋田県,大仙市,大曲,字中良野,,38.92,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲中通町 8−32,秋田県,大仙市,大曲,字中良野,,38.92,unmatched,住所類似度しきい値未満
秋田県,大仙市,長野六日町 68,秋田県,大仙市,豊川,字東長野町後,,38.92,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲田町 12−20,秋田県,大仙市,大曲,字五百刈内ケ町,,34.0,unmatched,住所類似度しきい値未満
秋田県,大仙市,協和境野田21−3,秋田県,大仙市,協和境,字岸館,,42.36,unmatched,住所類似度しきい値未満
秋田県,大仙市,北長野茶畑55−1,秋田県,大仙市,北長野,字板屋,,42.36,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲上栄町 4−3,秋田県,大仙市,大曲,字上笑ノ口,,38.92,unmatched,住所類似度しきい値未満
秋田県,大仙市,太田町 横沢久保関北731,秋田県,大仙市,太田町横沢,字久保関北,,82.03,review,
秋田県,大仙市,長野紫嶋48−2,秋田県,大仙市,長野,字紫嶋,,57.78,unmatched,住所類似度しきい値未満
秋田県,大仙市,四ツ屋下古道42−1,秋田県,大仙市,四ツ屋,字下古道,,68.61,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲黒瀬町 3−45,秋田県,大仙市,大曲西根,字瀬下,,37.07,unmatched,住所類似度しきい値未満
秋田県,大仙市,刈和野川原田2−28,秋田県,大仙市,刈和野,字川岱,,48.33,unmatched,住所類似度しきい値未満
秋田県,大仙市,南外字落合24−3,秋田県,大仙市,土川,字落合駒啼,,40.21,unmatched,住所類似度しきい値未満
秋田県,大仙市,中里二十町98 太田町,秋田県,大仙市,太田町中里,字西中里,,38.6,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲通町 3−34,秋田県,大仙市,大曲,字五百刈内ケ町,,35.44,unmatched,住所類似度しきい値未満
秋田県,大仙市,神宮寺本郷野本郷野22−4,秋田県,大仙市,神宮寺,字本郷下,,50.58,unmatched,住所類似度しきい値未満
秋田県,大仙市,神宮寺本郷野125−9,秋田県,大仙市,神宮寺,字本郷下,,54.19,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲浜町 2−3,秋田県,大仙市,大曲,字五百刈内ケ町,,37.07,unmatched,住所類似度しきい値未満
秋田県,大仙市,神宮寺本郷下26−4,秋田県,大仙市,神宮寺,字本郷下,,68.61,unmatched,住所類似度しきい値未満
秋田県,大仙市,刈和野愛宕町 25,秋田県,大仙市,刈和野,字出嶋,,44.86,unmatched,住所類似度しきい値未満
秋田県,大仙市,飯田大道端3−1,秋田県,大仙市,飯田,字大道端,,68.1,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲福住町 6−18,秋田県,大仙市,大曲,字福辺内,,38.92,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲栄町 3−23,秋田県,大仙市,大曲,字五百刈内ケ町,,35.44,unmatched,住所類似度しきい値未満
秋田県,大仙市,大曲須和町 2丁目8−18,秋田県,大仙市,大曲,字五百刈内ケ町,,30.52,unmatched,住所類似度しきい値未満
秋田県,大仙市,東本町6 角間川町,秋田県,大仙市,角間川町,字艮,,58.81,unmatched,住所類似度しきい値未満
秋田県,大仙市,字西本町2 角間川町,秋田県,大仙市,角間川町,字艮,,55.17,unmatched,住所類似度しきい値未満
秋田県,にかほ市,象潟町 四丁目塩越291−2,秋田県,にかほ市,象潟町川袋,字角ノ越,,37.53,unmatched,住所類似度しきい値未満
秋田県,にかほ市,象潟町 四丁目塩越244−1,秋田県,にかほ市,象潟町川袋,字角ノ越,,37.53,unmatched,住所類似度しきい値未満
秋田県,にかほ市,平沢清水尻136−1,秋田県,にかほ市,平沢,字鬼森,,30.25,unmatched,住所類似度しきい値未満
秋田県,にかほ市,平沢八森24−3,秋田県,にかほ市,平沢,字鬼森,,43.5,unmatched,住所類似度しきい値未満
秋田県,にかほ市,象潟町 浜山52−1,秋田県,にかほ市,象潟町関,字一番山,,45.97,unmatched,住所類似度しきい値未満
秋田県,にかほ市,象潟町 浜山126−138,秋田県,にかほ市,象潟町関,字一番山,,40.38,unmatched,住所類似度しきい値未満
秋田県,仙北市,角館町 小館28−18 ｜,秋田県,仙北市,角館町,小館,,79.62,review,
秋田県,仙北市,田町下丁11−1 角館町,秋田県,仙北市,角館町,下菅沢,,41.69,unmatched,住所類似度しきい値未満
秋田県,仙北市,田沢湖神代堂ノ西,秋田県,仙北市,田沢湖神代,字堂ノ西,,94.51,matched,
秋田県,仙北市,西木町 門屋道目木319−2,秋田県,仙北市,西木町門屋,字入江,,50.29,unmatched,住所類似度しきい値未満
秋田県,仙北市,角館町 20,秋田県,仙北市,角館町,花場,,60.67,unmatched,住所類似度しきい値未満
秋田県,仙北市,角館町 39,秋田県,仙北市,角館町,花場,,60.67,unmatched,住所類似度しきい値未満
秋田県,仙北市,角館町 26,秋田県,仙北市,角館町,花場,,60.67,unmatched,住所類似度しきい値未満
秋田県,仙北市,田町上丁50−2 角館町,秋田県,仙北市,角館町,上菅沢,,41.69,unmatched,住所類似度しきい値未満
秋田県,仙北市,田沢湖生保内街道ノ上42−1,秋田県,仙北市,田沢湖生保内,字上手倉,,58.21,unmatched,住所類似度しきい値未満
秋田県,仙北市,角館町 上菅沢164−2,秋田県,仙北市,角館町,上菅沢,,88.38,matched,
秋田県,仙北市,田沢湖生保内浮世坂17−1,秋田県,仙北市,田沢湖生保内,字浮世坂,,78.37,review,
秋田県,仙北市,下岩瀬町1−2 角館町,秋田県,仙北市,角館町,岩瀬,,46.5,unmatched,住所類似度しきい値未満
秋田県,北秋田市,花園町 4−26−1,秋田県,北秋田市,阿仁銀山,字畑町,,18.12,unmatched,住所類似度しきい値未満
秋田県,北秋田市,宮前町 1−3,秋田県,北秋田市,栄,字前綱,,23.0,unmatched,住所類似度しきい値未満
秋田県,北秋田市,東横町 4−27,秋田県,北秋田市,浦田,字横落,,20.83,unmatched,住所類似度しきい値未満
秋田県,北秋田市,松葉町 10−11,秋田県,北秋田市,川井,字松石殿,,19.29,unmatched,住所類似度しきい値未満
秋田県,北秋田市,栄前綱76 前網69,秋田県,北秋田市,栄,字前綱,,43.5,unmatched,住所類似度しきい値未満
秋田県,北秋田市,李岱上悪外21−3,秋田県,北秋田市,李岱,字上悪外,,63.83,unmatched,住所類似度しきい値未満
秋田県,北秋田市,米内沢薬師下86−1,秋田県,北秋田市,米内沢,字下強瀬,,45.97,unmatched,住所類似度しきい値未満
秋田県,北秋田市,米内沢諏訪岱31−2,秋田県,北秋田市,米内沢,字桐木岱,,45.97,unmatched,住所類似度しきい値未満
秋田県,北秋田市,脇神高村 岱167−3,秋田県,北秋田市,脇神,字高村岱,,60.17,unmatched,住所類似度しきい値未満
秋田県,北秋田市,新田目大野50−5 字,秋田県,北秋田市,新田目,字舟附,,48.33,unmatched,住所類似度しきい値未満
秋田県,北秋田市,下杉上清水沢16−29,秋田県,北秋田市,下杉,字上清水沢,,65.0,unmatched,住所類似度しきい値未満
秋田県,北秋田市,阿仁銀山下新町 128,秋田県,北秋田市,阿仁銀山,字畑町,,56.99,unmatched,住所類似度しきい値未満
秋田県,山本郡,藤里町藤琴家の後33−30,秋田県,山本郡,藤里町,藤琴,,72.78,review,
秋田県,秋田市,将軍野青山町 12−30,秋田県,秋田市,寺内,字将軍野,,38.33,unmatched,住所類似度しきい値未満
秋田県,秋田市,旭北栄町 1−4,秋田県,秋田市,新屋町,字北愛宕町,,27.33,unmatched,住所類似度しきい値未満
秋田県,鹿角郡,小坂町小坂鉱山松ノ下8−2,秋田県,鹿角郡,小坂町,小坂鉱山,,86.41,matched,
秋田県,南秋田郡,五城目町西磯ノ目1丁目2−10,秋田県,南秋田郡,五城目町,西磯ノ目,,87.72,matched,
秋田県,南秋田郡,五城目町七倉115−1,秋田県,南秋田郡,五城目町,字七倉,,65.0,unmatched,住所類似度しきい値未満
秋田県,秋田市,添川地ノ内175−5,秋田県,秋田市,添川,字地ノ内,,60.17,unmatched,住所類似度しきい値未満
秋田県,南秋田郡,八郎潟町川崎昼寝233−1,秋田県,南秋田郡,八郎潟町,字細川,,49.5,unmatched,住所類似度しきい値未満
秋田県,秋田市,金足追分海老穴262−3,秋田県,秋田市,金足追分,字海老穴,,68.96,unmatched,住所類似度しきい値未満
秋田県,山本郡,三種町鹿渡西小瀬川171,秋田県,山本郡,三種町,天瀬川,,54.19,unmatched,住所類似度しきい値未満
秋田県,南秋田郡,井川町浜井川杉ノ実24−1,秋田県,南秋田郡,井川町,浜井川,,78.78,review,
秋田県,北秋田郡,上小阿仁村小沢田向川原214,秋田県,北秋田郡,上小阿仁村,小田瀬,,63.03,unmatched,住所類似度しきい値未満
秋田県,南秋田郡,井川町浜井川土樋165−1,秋田県,南秋田郡,井川町,浜井川,,78.78,review,
秋田県,秋田市,旭川南町 12−23,秋田県,秋田市,外旭川,字蒲沼,,30.25,unmatched,住所類似度しきい値未満
秋田県,秋田市,泉北1丁目8−9,秋田県,秋田市,泉,字新堰,,20.83,unmatched,住所類似度しきい値未満
秋田県,南秋田郡,大潟村中央1−34,秋田県,南秋田郡,大潟村,総合中心地,,45.97,unmatched,住所類似度しきい値未満
秋田県,秋田市,土崎港北7丁目7−21,秋田県,秋田市,土崎港相染町,字受堤,,33.88,unmatched,住所類似度しきい値未満
秋田県,秋田市,泉中央2丁目6−12,秋田県,秋田市,太平中関,字五城目,,24.44,unmatched,住所類似度しきい値未満
秋田県,南秋田郡,一日市115−1 八郎潟町,秋田県,南秋田郡,八郎潟町,字一日市,,49.46,unmatched,住所類似度しきい値未満
秋田県,秋田市,広面谷地沖4−3,秋田県,秋田市,広面,字谷地沖,,68.1,unmatched,住所類似度しきい値未満
秋田県,山本郡,三種町鹿渡片カリ橋62,秋田県,山本郡,三種町,鹿中,,52.05,unmatched,住所類似度しきい値未満
秋田県,山本郡,八峰町八森中家後4−6,秋田県,山本郡,八峰町,峰浜田中,,43.89,unmatched,住所類似度しきい値未満
秋田県,山本郡,三種町鵜川西家の下4−3,秋田県,山本郡,三種町,鵜川,,75.96,review,
秋田県,山本郡,三種町森岳小狭間155,秋田県,山本郡,三種町,森岳,,79.62,review,
秋田県,山本郡,八峰町峰浜水沢稲荷堂後116番地1,秋田県,山本郡,八峰町,峰浜水沢,,76.04,review,
秋田県,山本郡,八峰町八森小入川家の上84−1,秋田県,山本郡,八峰町,小入川,,56.48,unmatched,住所類似度しきい値未満
秋田県,山本郡,八峰町八森中家後1−1,秋田県,山本郡,八峰町,峰浜田中,,43.89,unmatched,住所類似度しきい値未満
秋田県,山本郡,八峰町峰浜水沢稲荷堂後116番地1,秋田県,山本郡,八峰町,峰浜水沢,,76.04,review,
秋田県,秋田市,新屋勝平町 9−44,秋田県,秋田市,新屋町,字花畑,,38.92,unmatched,住所類似度しきい値未満
秋田県,秋田市,楢山南中町 2−5,秋田県,秋田市,楢山,字楢山,,33.89,unmatched,住所類似度しきい値未満
秋田県,南秋田郡,井川町浜井川家ノ東121−2,秋田県,南秋田郡,井川町,浜井川,,75.67,review,
秋田県,秋田市,泉南3丁目4−16,秋田県,秋田市,泉,字新堰,,20.0,unmatched,住所類似度しきい値未満
秋田県,秋田市,八橋大畑2丁目2−8,秋田県,秋田市,八橋,字大道東,,37.07,unmatched,住所類似度しきい値未満
秋田県,仙北郡,六郷荒町117−4 美郷町,秋田県,仙北郡,美郷町,塚,,40.21,unmatched,住所類似度しきい値未満
秋田県,仙北郡,美郷町土崎上野236−4,秋田県,仙北郡,美郷町,土崎,,75.96,review,
秋田県,仙北郡,六郷馬町12 美郷町,秋田県,仙北郡,美郷町,馬町,,49.52,unmatched,住所類似度しきい値未満
秋田県,仙北郡,美郷町境田下八百刈218,秋田県,仙北郡,美郷町,鼠田,,45.97,unmatched,住所類似度しきい値未満
秋田県,仙北郡,六郷荒町6 美郷町,秋田県,仙北郡,美郷町,塚,,51.25,unmatched,住所類似度しきい値未満
秋田県,大仙市,太田町 横沢平内清水3−1,秋田県,大仙市,太田町横沢,字平内清水,,82.03,review,
秋田県,雄勝郡,"羽後町字, 南西馬音内314",秋田県,雄勝郡,羽後町,字南西馬音内,,82.03,review,
秋田県,雄勝郡,羽後町貝沢雀田13−2,秋田県,雄勝郡,羽後町,貝沢,,79.62,review,
秋田県,雄勝郡,東成瀬村田子内田子内51,秋田県,雄勝郡,東成瀬村,田子内,,96.23,matched,
山形県,山形市,嶋南2丁目13−18,山形県,山形市,香澄町,字横町南,,17.65,unmatched,住所類似度しきい値未満
山形県,山形市,松原303−10,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,嶋北4丁目2−33,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,南館3丁目21−1,山形県,山形市,香澄町,字横町南,,18.12,unmatched,住所類似度しきい値未満
山形県,山形市,上町 3丁目11−7,山形県,山形市,香澄町,字袋留,,18.67,unmatched,住所類似度しきい値未満
山形県,山形市,桜田東4丁目8−24,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,香澄町 2丁目11−8,山形県,山形市,香澄町,字袋留,,40.21,unmatched,住所類似度しきい値未満
山形県,山形市,五十鈴2丁目2−番55-1号 おーばん山形東店敷地内,山形県,山形市,香澄町,字六十里越,,13.94,unmatched,住所類似度しきい値未満
山形県,山形市,青田1丁目1−15,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,みはらしの丘4丁目2−15,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,東山形1丁目1−8,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,小白川町 1丁目16−33,山形県,山形市,香澄町,字袋留,,17.22,unmatched,住所類似度しきい値未満
山形県,山形市,南栄町 1丁目3−33,山形県,山形市,香澄町,字袋留,,18.12,unmatched,住所類似度しきい値未満
山形県,山形市,城西町 2丁目10−15,山形県,山形市,香澄町,字袋留,,17.65,unmatched,住所類似度しきい値未満
山形県,山形市,馬見ケ崎2丁目10−14,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,城西町 2丁目1−5,山形県,山形市,香澄町,字袋留,,18.67,unmatched,住所類似度しきい値未満
山形県,山形市,桜田東1丁目4−1,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,あかねケ丘1丁目1−4,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,旅篭町 3丁目3−45,山形県,山形市,香澄町,字袋留,,18.12,unmatched,住所類似度しきい値未満
山形県,山形市,桧町 3丁目8−8番10,山形県,山形市,香澄町,字袋留,,17.65,unmatched,住所類似度しきい値未満
山形県,山形市,江俣3丁目18−21,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,宮町 4丁目6−6,山形県,山形市,香澄町,字袋留,,19.29,unmatched,住所類似度しきい値未満
山形県,山形市,十日町 2丁目2−51 レモンハイツ,山形県,山形市,香澄町,アザモトウマヤ,,20.0,unmatched,住所類似度しきい値未満
山形県,山形市,城西町 4丁目20−24,山形県,山形市,香澄町,字袋留,,17.65,unmatched,住所類似度しきい値未満
山形県,山形市,若宮3丁目1−22,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,宮町 5丁目10−42,山形県,山形市,香澄町,字袋留,,18.12,unmatched,住所類似度しきい値未満
山形県,山形市,千歳1丁目16−41,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,小白川町 4丁目24−13,山形県,山形市,香澄町,字袋留,,17.22,unmatched,住所類似度しきい値未満
山形県,山形市,本町 2丁目3−32,山形県,山形市,香澄町,字袋留,,18.67,unmatched,住所類似度しきい値未満
山形県,山形市,小白川町 1丁目2−8,山形県,山形市,香澄町,字袋留,,18.12,unmatched,住所類似度しきい値未満
山形県,山形市,七日町 4丁目4−39,山形県,山形市,香澄町,字袋留,,18.12,unmatched,住所類似度しきい値未満
山形県,山形市,久保田1丁目8−14−2,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,長町 2丁目4−12,山形県,山形市,香澄町,字袋留,,18.67,unmatched,住所類似度しきい値未満
山形県,山形市,あこや町 1丁目2−15,山形県,山形市,香澄町,字袋留,,17.65,unmatched,住所類似度しきい値未満
山形県,山形市,緑町 2丁目12−45,山形県,山形市,香澄町,字袋留,,18.12,unmatched,住所類似度しきい値未満
山形県,山形市,花楯2丁目1−40,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,落合町 字二口203-1,山形県,山形市,香澄町,字袋留,,27.79,unmatched,住所類似度しきい値未満
山形県,山形市,南三番町 7−15,山形県,山形市,香澄町,字袋留,,19.29,unmatched,住所類似度しきい値未満
山形県,山形市,双葉町 2丁目6−15,山形県,山形市,香澄町,字袋留,,18.12,unmatched,住所類似度しきい値未満
山形県,山形市,馬見ケ崎2丁目11−20,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,東青田1丁目12−5,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,成沢西1丁目6−48,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,松原137−13,山形県,山形市,香澄町,字横町南,,10.0,unmatched,住所類似度しきい値未満
山形県,山形市,十日町 4丁目1−40 斎藤憲歯科医院,山形県,山形市,香澄町,字袋留,,15.65,unmatched,住所類似度しきい値未満
山形県,山形市,松見町 17−20,山形県,山形市,香澄町,字袋留,,19.29,unmatched,住所類似度しきい値未満
